4	1737643395	1	1	0	0	0	0
4	1737643395	1	1	0	0	0	0
4	1737643395	1	1	0	0	0	0
4	1737643395	1	1	0	0	0	0
4	1737643395	1	1	0	0	0	0
0	1737643396	1	1	0	0	0	0
4	1737643396	1	1	0	0	0	0
0	1737643396	1	1	0	0	0	0
4	1737643396	1	1	0	0	0	0
0	1737643396	1	1	0	0	0	0
4	1737643396	1	1	0	0	0	0
0	1737643396	1	1	0	0	0	0
4	1737643396	1	1	0	0	0	0
0	1737643396	1	1	0	0	0	0
4	1737643396	1	1	0	0	0	0
0	1737643397	1	1	0	0	0	0
4	1737643397	1	1	0	0	0	0
0	1737643397	1	1	0	0	0	0
4	1737643397	1	1	0	0	0	0
0	1737643397	1	1	0	0	0	0
4	1737643397	1	1	0	0	0	0
0	1737643397	1	1	0	0	0	0
4	1737643397	1	1	0	0	0	0
0	1737643397	1	1	0	0	0	0
4	1737643397	1	1	0	0	0	0
0	1737643398	1	1	0	0	0	0
4	1737643398	1	1	0	0	0	0
0	1737643398	1	1	0	0	0	0
4	1737643398	1	1	0	0	0	0
0	1737643398	1	1	0	0	0	0
4	1737643398	1	1	0	0	0	0
0	1737643398	1	1	0	0	0	0
4	1737643398	1	1	0	0	0	0
0	1737643398	1	1	0	0	0	0
4	1737643398	1	1	0	0	0	0
0	1737643399	1	1	0	0	0	0
4	1737643399	1	1	0	0	0	0
0	1737643399	1	1	0	0	0	0
4	1737643399	1	1	0	0	0	0
0	1737643399	1	1	0	0	0	0
4	1737643399	1	1	0	0	0	0
0	1737643399	1	1	0	0	0	0
4	1737643399	1	1	0	0	0	0
0	1737643399	1	1	0	0	0	0
4	1737643399	1	1	0	0	0	0
0	1737643400	1	1	0	0	0	0
4	1737643400	1	1	0	0	0	0
0	1737643400	1	1	0	0	0	0
4	1737643400	1	1	0	0	0	0
0	1737643400	1	1	0	0	0	0
4	1737643400	1	1	0	0	0	0
0	1737643400	1	1	0	0	0	0
4	1737643400	1	1	0	0	0	0
0	1737643400	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643401	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643401	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643401	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643401	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643401	1	1	0	0	0	0
4	1737643401	1	1	0	0	0	0
0	1737643402	1	1	0	0	0	0
1	1737643402	1	1	0	0	0	0
2	1737643402	1	1	0	0	0	0
3	1737643402	1	1	0	0	0	0
4	1737643402	1	1	0	0	0	0
0	1737643402	1	1	0	0	0	0
1	1737643402	1	1	0	0	0	0
2	1737643402	1	1	0	0	0	0
3	1737643402	1	1	0	0	0	0
4	1737643402	1	1	0	0	0	0
0	1737643402	1	1	0	0	0	0
1	1737643402	1	1	0	0	0	0
3	1737643402	1	1	0	0	0	0
2	1737643402	1	1	0	0	0	0
4	1737643402	1	1	0	0	0	0
0	1737643402	1	1	0	0	0	0
1	1737643402	1	1	0	0	0	0
2	1737643402	1	1	0	0	0	0
3	1737643402	1	1	0	0	0	0
4	1737643402	1	1	0	0	0	0
0	1737643402	1	1	0	0	0	0
1	1737643402	1	1	0	0	0	0
2	1737643402	1	1	0	0	0	0
3	1737643402	1	1	0	0	0	0
4	1737643402	1	1	0	0	0	0
0	1737643403	1	1	0	0	0	0
1	1737643403	1	1	0	0	0	0
2	1737643403	1	1	0	0	0	0
3	1737643403	1	1	0	0	0	0
4	1737643403	1	1	0	0	0	0
0	1737643403	1	1	0	0	0	0
1	1737643403	1	1	0	0	0	0
2	1737643403	1	1	0	0	0	0
3	1737643403	1	1	0	0	0	0
4	1737643403	1	1	0	0	0	0
0	1737643403	1	1	0	0	0	0
1	1737643403	1	1	0	0	0	0
2	1737643403	1	1	0	0	0	0
3	1737643403	1	1	0	0	0	0
4	1737643403	1	1	0	0	0	0
0	1737643403	1	1	0	0	0	0
1	1737643403	1	1	0	0	0	0
2	1737643403	1	1	0	0	0	0
3	1737643403	1	1	0	0	0	0
4	1737643403	1	1	0	0	0	0
0	1737643403	1	1	0	0	0	0
1	1737643403	1	1	0	0	0	0
2	1737643403	1	1	0	0	0	0
3	1737643403	1	1	0	0	0	0
4	1737643403	1	1	0	0	0	0
0	1737643404	1	1	0	0	0	0
1	1737643404	1	1	0	0	0	0
2	1737643404	1	1	0	0	0	0
3	1737643404	1	1	0	0	0	0
4	1737643404	1	1	0	0	0	0
0	1737643404	1	1	0	0	0	0
1	1737643404	1	1	0	0	0	0
2	1737643404	1	1	0	0	0	0
3	1737643404	1	1	0	0	0	0
4	1737643404	1	1	0	0	0	0
0	1737643404	1	1	0	0	0	0
1	1737643404	1	1	0	0	0	0
2	1737643404	1	1	0	0	0	0
3	1737643404	1	1	0	0	0	0
4	1737643404	1	1	0	0	0	0
0	1737643404	1	1	0	0	0	0
1	1737643404	1	1	0	0	0	0
2	1737643404	1	1	0	0	0	0
3	1737643404	1	1	0	0	0	0
4	1737643404	1	1	0	0	0	0
0	1737643404	1	1	0	0	0	0
1	1737643404	1	1	0	0	0	0
2	1737643404	1	1	0	0	0	0
3	1737643404	1	1	0	0	0	0
