37790.509     4	 1737643398.02700	 1	 1	 0	 0	 0	 0
37790.511     0	 1737643398.04200	 1	 1	 0	 0	 0	 0
37790.512     4	 1737643398.02700	 1	 1	 0	 0	 0	 0
37790.514     0	 1737643399.04400	 1	 1	 0	 0	 0	 0
37790.514     4	 1737643399.03500	 1	 1	 0	 0	 0	 0
37790.517     0	 1737643399.04400	 1	 1	 0	 0	 0	 0
37790.517     4	 1737643399.03500	 1	 1	 0	 0	 0	 0
37790.520     0	 1737643399.04400	 1	 1	 0	 0	 0	 0
37790.520     4	 1737643399.03500	 1	 1	 0	 0	 0	 0
37790.522     0	 1737643399.04400	 1	 1	 0	 0	 0	 0
37790.522     4	 1737643399.03500	 1	 1	 0	 0	 0	 0
37790.524     4	 1737643399.03500	 1	 1	 0	 0	 0	 0
37790.525     0	 1737643399.04400	 1	 1	 0	 0	 0	 0
37790.527     0	 1737643400.04000	 1	 1	 0	 0	 0	 0
37790.527     4	 1737643400.03200	 1	 1	 0	 0	 0	 0
37790.530     0	 1737643400.04000	 1	 1	 0	 0	 0	 0
37790.530     4	 1737643400.03200	 1	 1	 0	 0	 0	 0
37790.532     0	 1737643400.04000	 1	 1	 0	 0	 0	 0
37790.532     4	 1737643400.03200	 1	 1	 0	 0	 0	 0
37790.535     0	 1737643400.04000	 1	 1	 0	 0	 0	 0
37790.535     4	 1737643400.03200	 1	 1	 0	 0	 0	 0
37790.538     0	 1737643400.04000	 1	 1	 0	 0	 0	 0
37790.538     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.541     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.541     0	 1737643401.04400	 1	 1	 0	 0	 0	 0
37790.543     0	 1737643401.04400	 1	 1	 0	 0	 0	 0
37790.543     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.546     0	 1737643401.04400	 1	 1	 0	 0	 0	 0
37790.546     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.549     0	 1737643401.04400	 1	 1	 0	 0	 0	 0
37790.549     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.552     0	 1737643401.04400	 1	 1	 0	 0	 0	 0
37790.552     4	 1737643401.02800	 1	 1	 0	 0	 0	 0
37790.554     0	 1737643402.03500	 1	 1	 0	 0	 0	 0
37790.555     2	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.555     4	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.555     3	 1737643402.05800	 1	 1	 0	 0	 0	 0
37790.555     1	 1737643402.04300	 1	 1	 0	 0	 0	 0
37790.557     2	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.557     0	 1737643402.03500	 1	 1	 0	 0	 0	 0
37790.557     3	 1737643402.05800	 1	 1	 0	 0	 0	 0
37790.557     1	 1737643402.04300	 1	 1	 0	 0	 0	 0
37790.557     4	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.560     0	 1737643402.03500	 1	 1	 0	 0	 0	 0
37790.560     4	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.560     3	 1737643402.05800	 1	 1	 0	 0	 0	 0
37790.560     1	 1737643402.04300	 1	 1	 0	 0	 0	 0
37790.560     2	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.563     0	 1737643402.03500	 1	 1	 0	 0	 0	 0
37790.563     3	 1737643402.05800	 1	 1	 0	 0	 0	 0
37790.563     2	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.563     4	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.563     1	 1737643402.04300	 1	 1	 0	 0	 0	 0
37790.566     0	 1737643402.03500	 1	 1	 0	 0	 0	 0
37790.566     2	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.566     1	 1737643402.04300	 1	 1	 0	 0	 0	 0
37790.566     3	 1737643402.05800	 1	 1	 0	 0	 0	 0
37790.566     4	 1737643402.03600	 1	 1	 0	 0	 0	 0
37790.568     4	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.568     2	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.568     3	 1737643403.05500	 1	 1	 0	 0	 0	 0
37790.568     1	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.568     0	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.571     3	 1737643403.05500	 1	 1	 0	 0	 0	 0
37790.571     4	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.571     0	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.571     2	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.571     1	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.573     0	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.573     2	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.573     3	 1737643403.05500	 1	 1	 0	 0	 0	 0
37790.573     4	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.573     1	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.575     3	 1737643403.05500	 1	 1	 0	 0	 0	 0
37790.575     0	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.575     4	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.575     1	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.575     2	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.578     0	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.578     3	 1737643403.05500	 1	 1	 0	 0	 0	 0
37790.578     1	 1737643403.04400	 1	 1	 0	 0	 0	 0
37790.578     4	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.578     2	 1737643403.03300	 1	 1	 0	 0	 0	 0
37790.580     3	 1737643404.05700	 1	 1	 0	 0	 0	 0
37790.580     0	 1737643404.04300	 1	 1	 0	 0	 0	 0
37790.580     4	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.580     2	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.580     1	 1737643404.04400	 1	 1	 0	 0	 0	 0
37790.583     0	 1737643404.04300	 1	 1	 0	 0	 0	 0
37790.583     3	 1737643404.05700	 1	 1	 0	 0	 0	 0
37790.583     4	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.583     1	 1737643404.04400	 1	 1	 0	 0	 0	 0
37790.583     2	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.585     0	 1737643404.04300	 1	 1	 0	 0	 0	 0
37790.585     3	 1737643404.05700	 1	 1	 0	 0	 0	 0
37790.585     4	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.585     1	 1737643404.04400	 1	 1	 0	 0	 0	 0
37790.585     2	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.588     0	 1737643404.04300	 1	 1	 0	 0	 0	 0
37790.588     2	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.588     3	 1737643404.05700	 1	 1	 0	 0	 0	 0
37790.588     4	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.588     1	 1737643404.04400	 1	 1	 0	 0	 0	 0
37790.590     0	 1737643404.04300	 1	 1	 0	 0	 0	 0
37790.590     1	 1737643404.04400	 1	 1	 0	 0	 0	 0
37790.590     3	 1737643404.05700	 1	 1	 0	 0	 0	 0
37790.590     2	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.590     4	 1737643404.03500	 1	 1	 0	 0	 0	 0
37790.592     1	 1737643405.04300	 1	 1	 0	 0	 0	 0
37790.592     3	 1737643405.05500	 1	 1	 0	 0	 0	 0
37790.592     0	 1737643405.04400	 1	 1	 0	 0	 0	 0
37790.592     2	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.592     4	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.595     0	 1737643405.04400	 1	 1	 0	 0	 0	 0
37790.595     3	 1737643405.05500	 1	 1	 0	 0	 0	 0
37790.595     2	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.595     4	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.596     1	 1737643405.04300	 1	 1	 0	 0	 0	 0
37790.599     0	 1737643405.04400	 1	 1	 0	 0	 0	 0
37790.599     4	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.599     3	 1737643405.05500	 1	 1	 0	 0	 0	 0
37790.599     2	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.599     1	 1737643405.04300	 1	 1	 0	 0	 0	 0
37790.600     0	 1737643405.04400	 1	 1	 0	 0	 0	 0
37790.600     1	 1737643405.04300	 1	 1	 0	 0	 0	 0
37790.600     3	 1737643405.05500	 1	 1	 0	 0	 0	 0
37790.601     4	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.601     2	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.603     0	 1737643405.04400	 1	 1	 0	 0	 0	 0
37790.603     1	 1737643405.04300	 1	 1	 0	 0	 0	 0
37790.603     3	 1737643405.05500	 1	 1	 0	 0	 0	 0
37790.603     2	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.603     4	 1737643405.03400	 1	 1	 0	 0	 0	 0
37790.605     0	 1737643406.04300	 1	 1	 0	 0	 0	 0
37790.605     4	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.605     2	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.605     3	 1737643406.05700	 1	 1	 0	 0	 0	 0
37790.605     1	 1737643406.04400	 1	 1	 0	 0	 0	 0
37790.608     3	 1737643406.05700	 1	 1	 0	 0	 0	 0
37790.608     0	 1737643406.04300	 1	 1	 0	 0	 0	 0
37790.608     1	 1737643406.04400	 1	 1	 0	 0	 0	 0
37790.608     4	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.608     2	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.610     3	 1737643406.05700	 1	 1	 0	 0	 0	 0
37790.610     0	 1737643406.04300	 1	 1	 0	 0	 0	 0
37790.610     2	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.610     4	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.610     1	 1737643406.04400	 1	 1	 0	 0	 0	 0
37790.613     0	 1737643406.04300	 1	 1	 0	 0	 0	 0
37790.613     1	 1737643406.04400	 1	 1	 0	 0	 0	 0
37790.613     3	 1737643406.05700	 1	 1	 0	 0	 0	 0
37790.613     2	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.613     4	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.616     1	 1737643406.04400	 1	 1	 0	 0	 0	 0
37790.616     0	 1737643406.04300	 1	 1	 0	 0	 0	 0
37790.616     4	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.616     2	 1737643406.03500	 1	 1	 0	 0	 0	 0
37790.616     3	 1737643406.05700	 1	 1	 0	 0	 0	 0
37790.619     1	 1737643407.03400	 1	 1	 0	 0	 0	 0
37790.619     4	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.619     2	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.619     0	 1737643407.04400	 1	 1	 0	 0	 0	 0
37790.619     3	 1737643407.05500	 1	 1	 0	 0	 0	 0
37790.622     2	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.622     1	 1737643407.03400	 1	 1	 0	 0	 0	 0
37790.622     4	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.622     0	 1737643407.04400	 1	 1	 0	 0	 0	 0
37790.622     3	 1737643407.05500	 1	 1	 0	 0	 0	 0
37790.625     3	 1737643407.05500	 1	 1	 0	 0	 0	 0
37790.625     0	 1737643407.04400	 1	 1	 0	 0	 0	 0
37790.625     2	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.625     4	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.625     1	 1737643407.03400	 1	 1	 0	 0	 0	 0
37790.628     3	 1737643407.05500	 1	 1	 0	 0	 0	 0
37790.628     1	 1737643407.03400	 1	 1	 0	 0	 0	 0
37790.628     0	 1737643407.04400	 1	 1	 0	 0	 0	 0
37790.628     2	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.628     4	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.630     2	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.630     4	 1737643407.03300	 1	 1	 0	 0	 0	 0
37790.630     0	 1737643407.04400	 1	 1	 0	 0	 0	 0
37790.630     1	 1737643407.03400	 1	 1	 0	 0	 0	 0
37790.630     3	 1737643407.05500	 1	 1	 0	 0	 0	 0
37790.633     0	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.633     1	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.633     3	 1737643408.05700	 1	 1	 0	 0	 0	 0
37790.633     2	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.633     4	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.636     0	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.636     2	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.636     1	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.636     4	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.636     3	 1737643408.05700	 1	 1	 0	 0	 0	 0
37790.638     1	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.638     0	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.638     3	 1737643408.05700	 1	 1	 0	 0	 0	 0
37790.639     2	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.639     4	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.641     1	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.641     0	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.641     3	 1737643408.05700	 1	 1	 0	 0	 0	 0
37790.641     4	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.641     2	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.644     0	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.644     3	 1737643408.05700	 1	 1	 0	 0	 0	 0
37790.644     1	 1737643408.04300	 1	 1	 0	 0	 0	 0
37790.644     4	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.644     2	 1737643408.03500	 1	 1	 0	 0	 0	 0
37790.648     2	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.648     4	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.648     0	 1737643409.04300	 1	 1	 0	 0	 0	 0
37790.648     1	 1737643409.03400	 1	 1	 0	 0	 0	 0
37790.648     3	 1737643409.05400	 1	 1	 0	 0	 0	 0
37790.651     0	 1737643409.04300	 1	 1	 0	 0	 0	 0
37790.651     2	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.651     1	 1737643409.03400	 1	 1	 0	 0	 0	 0
37790.651     3	 1737643409.05400	 1	 1	 0	 0	 0	 0
37790.651     4	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.654     0	 1737643409.04300	 1	 1	 0	 0	 0	 0
37790.654     1	 1737643409.03400	 1	 1	 0	 0	 0	 0
37790.654     3	 1737643409.05400	 1	 1	 0	 0	 0	 0
37790.654     4	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.654     2	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.656     0	 1737643409.04300	 1	 1	 0	 0	 0	 0
37790.656     3	 1737643409.05400	 1	 1	 0	 0	 0	 0
37790.657     4	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.657     2	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.657     1	 1737643409.03400	 1	 1	 0	 0	 0	 0
37790.659     0	 1737643409.04300	 1	 1	 0	 0	 0	 0
37790.659     1	 1737643409.03400	 1	 1	 0	 0	 0	 0
37790.659     4	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.659     2	 1737643409.03300	 1	 1	 0	 0	 0	 0
37790.659     3	 1737643409.05400	 1	 1	 0	 0	 0	 0
37790.662     4	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.662     1	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.662     2	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.662     0	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.662     3	 1737643410.05400	 1	 1	 0	 0	 0	 0
37790.665     0	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.665     2	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.665     1	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.665     3	 1737643410.05400	 1	 1	 0	 0	 0	 0
37790.665     4	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.668     0	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.668     1	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.668     3	 1737643410.05400	 1	 1	 0	 0	 0	 0
37790.668     4	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.668     2	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.671     0	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.671     3	 1737643410.05400	 1	 1	 0	 0	 0	 0
37790.671     2	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.671     1	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.671     4	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.673     0	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.673     3	 1737643410.05400	 1	 1	 0	 0	 0	 0
37790.673     4	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.673     1	 1737643410.04300	 1	 1	 0	 0	 0	 0
37790.673     2	 1737643410.03300	 1	 1	 0	 0	 0	 0
37790.675     3	 1737643411.05600	 1	 1	 0	 0	 0	 0
37790.675     0	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.675     1	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.675     4	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.675     2	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.678     0	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.678     4	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.678     3	 1737643411.05600	 1	 1	 0	 0	 0	 0
37790.678     1	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.678     2	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.681     0	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.681     4	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.681     1	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.681     2	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.681     3	 1737643411.05600	 1	 1	 0	 0	 0	 0
37790.684     0	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.684     1	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.684     3	 1737643411.05600	 1	 1	 0	 0	 0	 0
37790.684     2	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.684     4	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.685     0	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.685     3	 1737643411.05600	 1	 1	 0	 0	 0	 0
37790.685     1	 1737643411.04300	 1	 1	 0	 0	 0	 0
37790.685     4	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.685     2	 1737643411.03500	 1	 1	 0	 0	 0	 0
37790.688     1	 1737643412.04200	 1	 1	 0	 0	 0	 0
37790.688     0	 1737643412.16700	 1	 1	 0	 0	 0	 0
37790.688     4	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.688     2	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.688     3	 1737643412.05400	 1	 1	 0	 0	 0	 0
37790.691     0	 1737643412.16700	 1	 1	 0	 0	 0	 0
37790.691     1	 1737643412.04200	 1	 1	 0	 0	 0	 0
37790.691     3	 1737643412.05400	 1	 1	 0	 0	 0	 0
37790.691     2	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.691     4	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.694     0	 1737643412.16700	 1	 1	 0	 0	 0	 0
37790.694     2	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.694     1	 1737643412.04200	 1	 1	 0	 0	 0	 0
37790.694     3	 1737643412.05400	 1	 1	 0	 0	 0	 0
37790.694     4	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.696     4	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.696     0	 1737643412.16700	 1	 1	 0	 0	 0	 0
37790.696     1	 1737643412.04200	 1	 1	 0	 0	 0	 0
37790.696     2	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.697     3	 1737643412.05400	 1	 1	 0	 0	 0	 0
37790.698     2	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.698     0	 1737643412.16700	 1	 1	 0	 0	 0	 0
37790.698     1	 1737643412.04200	 1	 1	 0	 0	 0	 0
37790.698     4	 1737643412.03300	 1	 1	 0	 0	 0	 0
37790.698     3	 1737643412.05400	 1	 1	 0	 0	 0	 0
37790.700     0	 1737643413.16800	 1	 1	 0	 0	 0	 0
37790.700     4	 1737643413.03400	 1	 1	 0	 0	 0	 0
37790.700     2	 1737643413.03400	 1	 1	 0	 0	 0	 0
37790.700     3	 1737643413.05600	 1	 1	 0	 0	 0	 0
37790.700     1	 1737643413.04300	 1	 1	 0	 0	 0	 0
37790.703     0	 1737643413.24000	 1	 1	 0	 0	 0	 0
37790.703     1	 1737643413.23900	 1	 1	 0	 0	 0	 0
37790.703     3	 1737643413.35200	 1	 1	 0	 0	 0	 0
37790.703     4	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.703     2	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.705     0	 1737643413.24000	 1	 1	 0	 0	 0	 0
37790.705     1	 1737643413.23900	 1	 1	 0	 0	 0	 0
37790.706     2	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.705     3	 1737643413.35200	 1	 1	 0	 0	 0	 0
37790.706     4	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.708     3	 1737643413.35200	 1	 1	 0	 0	 0	 0
37790.708     0	 1737643413.24000	 1	 1	 0	 0	 0	 0
37790.708     1	 1737643413.23900	 1	 1	 0	 0	 0	 0
37790.708     4	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.708     2	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.710     0	 1737643413.24000	 1	 1	 0	 0	 0	 0
37790.710     2	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.710     4	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.710     3	 1737643413.35200	 1	 1	 0	 0	 0	 0
37790.710     1	 1737643413.23900	 1	 1	 0	 0	 0	 0
37790.712     0	 1737643413.24000	 1	 1	 0	 0	 0	 0
37790.712     2	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.712     4	 1737643413.23100	 1	 1	 0	 0	 0	 0
37790.712     1	 1737643413.23900	 1	 1	 0	 0	 0	 0
37790.712     3	 1737643413.35200	 1	 1	 0	 0	 0	 0
37790.715     0	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.715     3	 1737643414.35300	 1	 1	 0	 0	 0	 0
37790.715     4	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.715     2	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.715     1	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.717     0	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.717     1	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.717     3	 1737643414.35300	 1	 1	 0	 0	 0	 0
37790.717     4	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.717     2	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.719     0	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.719     3	 1737643414.35300	 1	 1	 0	 0	 0	 0
37790.719     1	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.719     2	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.719     4	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.721     0	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.721     3	 1737643414.35300	 1	 1	 0	 0	 0	 0
37790.721     2	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.721     1	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.721     4	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.723     0	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.723     3	 1737643414.35300	 1	 1	 0	 0	 0	 0
37790.723     1	 1737643414.24000	 1	 1	 0	 0	 0	 0
37790.723     2	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.723     4	 1737643414.23200	 1	 1	 0	 0	 0	 0
37790.726     0	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.726     3	 1737643415.35100	 1	 1	 0	 0	 0	 0
37790.726     2	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.726     4	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.726     1	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.728     0	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.728     3	 1737643415.35100	 1	 1	 0	 0	 0	 0
37790.728     1	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.729     4	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.729     2	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.731     1	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.731     3	 1737643415.35100	 1	 1	 0	 0	 0	 0
37790.731     0	 1737643415.24000	 1	 1	 0	 0	 0	 0
37790.731     2	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.731     4	 1737643415.23000	 1	 1	 0	 0	 0	 0
37790.733     3	 1737643415.35100	 1	 1	 0	 0	 0	 0
