1737643466	-1793191.639	5677176.287	2352582.419	-148.188475	-148.450312	68.719361	3.51081953	-7.761292264	-3.966342222	
1737643467	-1793338.075	5677023.963	2352649.159	-144.6877564	-156.1904162	64.76386745	3.506131688	-7.702601659	-3.95167685	
1737643468	-1793481.013	5676863.929	2352711.95	-141.191897	-163.8715763	60.8232116	3.503394348	-7.63954565	-3.937406474	
1737643469	-1793620.457	5676696.245	2352770.809	-137.6989839	-171.4893743	56.89703483	3.502445201	-7.571685196	-3.923330361	
1737643470	-1793756.408	5676520.977	2352825.748	-134.2072668	-179.0389558	52.98517899	3.503128224	-7.498569991	-3.909249559	
1737643471	-1793888.868	5676338.196	2352876.782	-130.7151519	-186.5150191	49.08768464	3.505292525	-7.419736466	-3.894965712	
1737643472	-1794017.834	5676147.979	2352923.927	-127.2211969	-193.9118019	45.20479061	3.508791147	-7.334705943	-3.880279865	
1737643473	-1794143.305	5675950.408	2352967.195	-123.7241077	-201.2230668	41.3369346	3.513479798	-7.242982987	-3.86499127	
1737643474	-1794265.276	5675745.571	2353006.604	-120.2227353	-208.4420846	37.48475505	3.519215499	-7.144054071	-3.8488962	
1737643475	-1794383.743	5675533.565	2353042.169	-116.7160752	-215.5616171	33.64909416	3.525855148	-7.037386615	-3.831786785	
1737643476	-1794498.701	5675314.493	2353073.907	-113.2032673	-222.5738984	29.83100194	3.533254007	-6.922428522	-3.813449893	
1737643477	-1794610.142	5675088.467	2353101.836	-109.6835979	-229.4706162	26.03174151	3.541264103	-6.798608286	-3.793666079	
1737643478	-1794718.06	5674855.605	2353125.975	-106.1565031	-236.242893	22.25279527	3.549732571	-6.665335822	-3.772208643	
1737643479	-1794822.446	5674616.039	2353146.347	-102.6215735	-242.8812691	18.49587203	3.558499948	-6.522004108	-3.748842821	
1737643480	-1794923.294	5674369.906	2353162.974	-99.07856135	-249.3756863	14.76291489	3.567398444	-6.367991797	-3.723325167	
1737643481	-1795020.594	5674117.356	2353175.881	-95.52738854	-255.7154749	11.05610969	3.576250198	-6.202666933	-3.695403157	
1737643482	-1795114.339	5673858.548	2353185.095	-91.96815681	-261.8893452	7.377893748	3.584865579	-6.02539192	-3.664815075	
1737643483	-1795204.521	5673593.656	2353190.646	-88.40115952	-267.885383	3.730964651	3.59304154	-5.835529913	-3.631290245	
1737643484	-1795291.132	5673322.863	2353192.568	-84.8268949	-273.6910526	0.1182887627	3.600560083	-5.632452783	-3.594549655	
1737643485	-1795374.165	5673046.366	2353190.895	-81.24608083	-279.2932076	-3.456891027	3.607186888	-5.415550805	-3.554307059	
1737643486	-1795453.614	5672764.375	2353185.668	-77.65967093	-284.6781117	-6.99104874	3.612670168	-5.184244235	-3.510270626	
1737643487	-1795529.475	5672477.115	2353176.929	-74.06887162	-289.8314711	-10.4803705	3.616739812	-4.937996858	-3.462145194	
1737643488	-1795601.743	5672184.825	2353164.725	-70.47516001	-294.7384809	-13.92075208	3.619106919	-4.676331616	-3.40963522	
1737643489	-1795670.417	5671887.759	2353149.107	-66.88030205	-299.3838867	-17.30779955	3.619463795	-4.398848317	-3.352448484	
1737643490	-1795735.496	5671586.185	2353130.13	-63.2863706	-303.752065	-20.63683365	3.61748452	-4.105243387	-3.290300607	
1737643491	-1795796.982	5671280.391	2353107.856	-59.69576277	-307.8271218	-23.90289889	3.612826202	-3.795331495	-3.222920416	
1737643492	-1795854.881	5670970.676	2353082.35	-56.11121577	-311.5930142	-27.10077803	3.605131012	-3.469068798	-3.150056183	
1737643493	-1795909.2	5670657.358	2353053.683	-52.53582068	-315.0336941	-30.22501285	3.594029106	-3.126577374	-3.071482718	
1737643494	-1795959.949	5670340.77	2353021.931	-48.97303303	-318.1332762	-33.26993214	3.579142536	-2.768170277	-2.987009248	
1737643495	-1796007.143	5670021.261	2352987.177	-45.42667932	-320.8762304	-36.22968744	3.560090221	-2.394376428	-2.89648799	
1737643496	-1796050.801	5669699.195	2352949.508	-41.90095846	-323.2475984	-39.09829736	3.536494009	-2.005964424	-2.799823233	
1737643497	-1796090.946	5669374.951	2352909.02	-38.40043693	-325.2332331	-41.8697009	3.507985853	-1.603964093	-2.696980706	
1737643498	-1796127.605	5669048.922	2352865.811	-34.93003681	-326.8200581	-44.53781983	3.474216027	-1.189684531	-2.587996908	
1737643499	-1796160.811	5668721.511	2352819.989	-31.49501544	-327.9963445	-47.09663026	3.438103229	-0.7309752585	-2.46814165	
1737643500	-1796190.601	5668393.153	2352771.668	-28.09790515	-328.7186099	-49.53532882	3.396365379	-0.2523141659	-2.340298897	
1737643501	-1796217.015	5668064.309	2352720.973	-24.74435403	-328.967739	-51.84608643	3.347434054	0.2307129178	-2.206657755	
1737643502	-1796240.1	5667735.455	2352668.033	-21.44147481	-328.7400913	-54.02331075	3.29113915	0.7144122118	-2.067874303	
1737643503	-1796259.912	5667407.069	2352612.985	-18.19652167	-328.0357073	-56.06208244	3.227418625	1.194821599	-1.924733887	
1737643504	-1796276.511	5667079.625	2352555.971	-15.01678186	-326.8585573	-57.95828055	3.156328859	1.667792852	-1.778140979	
1737643505	-1796289.966	5666753.592	2352497.132	-11.90945782	-325.2167068	-59.70869693	3.07805144	2.129088322	-1.629103578	
